1_id	1_span	1_anno_default_ns::lemma	1_anno_ptb::pos	2_id	2_span	2_anno_ptb::cat	3_id	3_span	3_anno_ptb::cat	4_id	4_span	4_anno_default_ns::lemma	4_anno_ptb::pos	meta_Author	meta_Birthdate	meta_Date_of_composition	meta_Filename	meta_Genre	meta_Manuscript
salt:/ppcmbe2/erv-old-1885-2#sTok16349	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure9029	all the men of war were consumed and dead from among the people	IP	salt:/ppcmbe2/erv-old-1885-2#structure9030	all the men of war	NP	salt:/ppcmbe2/erv-old-1885-2#sTok16351	men	man	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok17558	half	half	Q	salt:/ppcmbe2/erv-old-1885-2#structure9759	and half the hill country of Gilead	CONJP	salt:/ppcmbe2/erv-old-1885-2#structure9760	half the hill country of Gilead	NP	salt:/ppcmbe2/erv-old-1885-2#sTok17561	country	country	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok17803	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure9906	your brethren the children of Israel , all the men of valour	NP	salt:/ppcmbe2/erv-old-1885-2#structure9910	all the men of valour	NP	salt:/ppcmbe2/erv-old-1885-2#sTok17805	men	man	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok17884	every	every	Q	salt:/ppcmbe2/erv-old-1885-2#structure9956	then shall ye return every man unto his possession , which 0 *T*-1 I have given you .	IP-MAT-SPE	salt:/ppcmbe2/erv-old-1885-2#structure9959	every man	QP	salt:/ppcmbe2/erv-old-1885-2#sTok17885	man	man	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok18315	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure10192	for all the men 0 that *T*-1 followed Baal-peor , the Lord thy God hath destroyed them from the midst of thee .	IP-MAT-SPE	salt:/ppcmbe2/erv-old-1885-2#structure10193	all the men 0 that *T*-1 followed Baal-peor	NP	salt:/ppcmbe2/erv-old-1885-2#sTok18317	men	man	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok18554	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure10326	they depart from thy heart all the days of thy life	IP	salt:/ppcmbe2/erv-old-1885-2#structure10330	all the days of thy life	NP	salt:/ppcmbe2/erv-old-1885-2#sTok18556	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok18620	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure10369	to fear me all the days 0 that *T*-1 they live upon the earth	IP	salt:/ppcmbe2/erv-old-1885-2#structure10371	all the days 0 that *T*-1 they live upon the earth	NP	salt:/ppcmbe2/erv-old-1885-2#sTok18622	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok18795	no	no	Q	salt:/ppcmbe2/erv-old-1885-2#structure10467	for ye saw no manner of form on the day 0 that *T*-1 the Lord spake unto you in Horeb out of the midst of the fire : lest 0 ye corrupt yourselves , and *con* make you a graven image in the form of any figure , the likeness of male or female , the likeness of any beast 0 that *T*-2 is on the earth , the likeness of any winged fowl 0 that *T*-3 flieth in the heaven , the likeness of any thing 0 that *T*-4 creepeth on the ground , the likeness of any fish 0 that *T*-5 is in the water under the earth : and lest 0 thou lift up thine eyes unto heaven , and when 0 thou seest the sun and the moon and the stars , even all the host of heaven , thou be drawn away and *con* worship them , and *con* serve them , which 0 *T*-6 the Lord thy God hath divided unto all the peoples under the whole heaven .	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure10469	no manner of form	NP	salt:/ppcmbe2/erv-old-1885-2#sTok18796	manner	manner	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok18890	any	any	Q	salt:/ppcmbe2/erv-old-1885-2#structure10530	of any fish 0 that *T*-5 is in the water under the earth	PP	salt:/ppcmbe2/erv-old-1885-2#structure10531	any fish 0 that *T*-5 is in the water under the earth	NP	salt:/ppcmbe2/erv-old-1885-2#sTok18891	fish	fish	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok19358	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure10806	with all thy heart	PP	salt:/ppcmbe2/erv-old-1885-2#structure10807	all thy heart	NP	salt:/ppcmbe2/erv-old-1885-2#sTok19360	heart	heart	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok19363	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure10809	with all thy soul	PP	salt:/ppcmbe2/erv-old-1885-2#structure10810	all thy soul	NP	salt:/ppcmbe2/erv-old-1885-2#sTok19365	soul	soul	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok20495	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure11522	do all thy work	IP	salt:/ppcmbe2/erv-old-1885-2#structure11523	all thy work	NP	salt:/ppcmbe2/erv-old-1885-2#sTok20497	work	work	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok20522	any	any	Q	salt:/ppcmbe2/erv-old-1885-2#structure11531	in it <$$font> thou shalt not do any work	IP	salt:/ppcmbe2/erv-old-1885-2#structure11535	any work	NP	salt:/ppcmbe2/erv-old-1885-2#sTok20523	work	work	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok20967	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure11797	of all flesh	PP	salt:/ppcmbe2/erv-old-1885-2#structure11798	all flesh	NP	salt:/ppcmbe2/erv-old-1885-2#sTok20968	flesh	flesh	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok21380	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure12033	to keep all his statutes and his commandments , which 0 *T*-3 I command thee , thou , and thy son , and thy son's son , all the days of thy life	IP	salt:/ppcmbe2/erv-old-1885-2#structure12049	all the days of thy life	NP	salt:/ppcmbe2/erv-old-1885-2#sTok21382	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok21476	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure12099	with all thine heart	PP	salt:/ppcmbe2/erv-old-1885-2#structure12100	all thine heart	NP	salt:/ppcmbe2/erv-old-1885-2#sTok21478	heart	heart	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok21482	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure12102	with all thy soul	PP	salt:/ppcmbe2/erv-old-1885-2#structure12103	all thy soul	NP	salt:/ppcmbe2/erv-old-1885-2#sTok21484	soul	soul	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok21488	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure12105	with all thy might	PP	salt:/ppcmbe2/erv-old-1885-2#structure12106	all thy might	NP	salt:/ppcmbe2/erv-old-1885-2#sTok21490	might	might	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok21924	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure12374	to thrust out all thine enemies from *T*-2 before thee	IP	salt:/ppcmbe2/erv-old-1885-2#structure12375	all thine enemies	NP	salt:/ppcmbe2/erv-old-1885-2#sTok21926	enemies	enemy	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok22031	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure12435	upon all his house	PP	salt:/ppcmbe2/erv-old-1885-2#structure12436	all his house	NP	salt:/ppcmbe2/erv-old-1885-2#sTok22033	house	house	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok23109	no	no	Q	salt:/ppcmbe2/erv-old-1885-2#structure13070	there shall no man be able to stand before thee , until 0 thou have destroyed them .	IP-MAT-SPE	salt:/ppcmbe2/erv-old-1885-2#structure13072	no man	NP=1	salt:/ppcmbe2/erv-old-1885-2#sTok23110	man	man	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok23747	no	no	Q	salt:/ppcmbe2/erv-old-1885-2#structure13464	*T*-8 *exp* was no water	IP	salt:/ppcmbe2/erv-old-1885-2#structure13465	no water	NP=9	salt:/ppcmbe2/erv-old-1885-2#sTok23748	water	water	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok24743	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure14055	of all your sin which 0 *T*-2 ye sinned , in doing that which 0 *T*-3 was evil in the sight of the Lord , to provoke him to anger	PP	salt:/ppcmbe2/erv-old-1885-2#structure14056	all your sin which 0 *T*-2 ye sinned , in doing that which 0 *T*-3 was evil in the sight of the Lord , to provoke him to anger	NP	salt:/ppcmbe2/erv-old-1885-2#sTok24745	sin	sin	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok25662	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure14586	with all thy heart	PP	salt:/ppcmbe2/erv-old-1885-2#structure14587	all thy heart	NP	salt:/ppcmbe2/erv-old-1885-2#sTok25664	heart	heart	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok25667	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure14589	with all thy soul	PP	salt:/ppcmbe2/erv-old-1885-2#structure14590	all thy soul	NP	salt:/ppcmbe2/erv-old-1885-2#sTok25669	soul	soul	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok26068	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure14816	unto all his land	PP	salt:/ppcmbe2/erv-old-1885-2#structure14817	all his land	NP	salt:/ppcmbe2/erv-old-1885-2#sTok26070	land	land	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok26218	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure14909	but your eyes have seen all the great work of the Lord which 0 *T*-1 he did .	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure14911	all the great work of the Lord which 0 *T*-1 he did	NP	salt:/ppcmbe2/erv-old-1885-2#sTok26221	work	work	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok26477	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure15066	with all your heart	PP	salt:/ppcmbe2/erv-old-1885-2#structure15067	all your heart	NP	salt:/ppcmbe2/erv-old-1885-2#sTok26479	heart	heart	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok26482	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure15069	with all your soul	PP	salt:/ppcmbe2/erv-old-1885-2#structure15070	all your soul	NP	salt:/ppcmbe2/erv-old-1885-2#sTok26484	soul	soul	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok26883	no	no	Q	salt:/ppcmbe2/erv-old-1885-2#structure15314	There shall no man be able to stand before you :	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure15316	no man	NP	salt:/ppcmbe2/erv-old-1885-2#sTok26884	man	man	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok26909	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure15332	upon all the land 0 that ye shall tread upon *T*-1	PP	salt:/ppcmbe2/erv-old-1885-2#structure15333	all the land 0 that ye shall tread upon *T*-1	NP	salt:/ppcmbe2/erv-old-1885-2#sTok26911	land	land	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok476	all	all	Q	salt:/ppcmbe2/fallowfield-1791-2#structure263	For all our fruit trees are principally natives of a warmer climate ;	IP-MAT	salt:/ppcmbe2/fallowfield-1791-2#structure264	all our fruit trees	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok478	fruit	fruit	N	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok476	all	all	Q	salt:/ppcmbe2/fallowfield-1791-2#structure263	For all our fruit trees are principally natives of a warmer climate ;	IP-MAT	salt:/ppcmbe2/fallowfield-1791-2#structure264	all our fruit trees	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok479	trees	tree	NS	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok939	No	no	Q	salt:/ppcmbe2/fallowfield-1791-2#structure504	No work is required to be done in the Kitchen Garden this month , save the wheeling of manure in a frost , to where 0 *T*-1 wanted .	IP-MAT	salt:/ppcmbe2/fallowfield-1791-2#structure505	No work	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok940	work	work	N	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok1810	some	some	Q	salt:/ppcmbe2/fallowfield-1791-2#structure930	If 0 you have any peas above ground , some earth should be drawn to their stems to protect them from frost .	IP-MAT	salt:/ppcmbe2/fallowfield-1791-2#structure938	some earth	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok1811	earth	earth	N	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok2251	little	little	Q	salt:/ppcmbe2/fallowfield-1791-2#structure1163	therefore , in a severe spring , little fruit $may {TEXT:my} be expected .	IP-MAT	salt:/ppcmbe2/fallowfield-1791-2#structure1167	little fruit	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok2252	fruit	fruit	N	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok2422	all	all	Q	salt:/ppcmbe2/fallowfield-1791-2#structure1256	it would wash off all the mealy dust , in which 0 *T*-1 a part of their beauty consists	IP	salt:/ppcmbe2/fallowfield-1791-2#structure1258	all the mealy dust , in which 0 *T*-1 a part of their beauty consists	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok2425	dust	dust	N	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok2620	every	every	Q	salt:/ppcmbe2/fallowfield-1791-2#structure1366	move the bag in the water every day for a week , when 0 *T*-1 it will be fit for use .	IP-IMP	salt:/ppcmbe2/fallowfield-1791-2#structure1370	every day	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok2621	day	day	N	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok2865	many	many	Q	salt:/ppcmbe2/fallowfield-1791-2#structure1495	and many other culinary seeds	CONJP	salt:/ppcmbe2/fallowfield-1791-2#structure1496	many other culinary seeds	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok2868	seeds	seed	NS	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok3021	any	any	Q	salt:/ppcmbe2/fallowfield-1791-2#structure1569	off any new grafted tree	PP	salt:/ppcmbe2/fallowfield-1791-2#structure1570	any new grafted tree	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok3024	tree	tree	N	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok4836	All	all	Q	salt:/ppcmbe2/fallowfield-1791-2#structure2511	All fruit trees against walls , or espaliers , must now be put into condition , by nailing and cutting out those superfluous branches 0 that *T*-1 require it ;	IP-MAT	salt:/ppcmbe2/fallowfield-1791-2#structure2512	All fruit trees against walls , or espaliers	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok4837	fruit	fruit	N	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok4836	All	all	Q	salt:/ppcmbe2/fallowfield-1791-2#structure2511	All fruit trees against walls , or espaliers , must now be put into condition , by nailing and cutting out those superfluous branches 0 that *T*-1 require it ;	IP-MAT	salt:/ppcmbe2/fallowfield-1791-2#structure2512	All fruit trees against walls , or espaliers	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok4838	trees	tree	NS	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok5380	every	every	Q	salt:/ppcmbe2/fallowfield-1791-2#structure2806	treated with great care , by proper removals , every year for five or six years before 0 they will all flower	IP	salt:/ppcmbe2/fallowfield-1791-2#structure2811	every year	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok5381	year	year	N	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok6082	any	any	Q	salt:/ppcmbe2/fallowfield-1791-2#structure3178	*T*-1 any fruit trees are not of the sorts 0 0 *T*-2 you desire	IP	salt:/ppcmbe2/fallowfield-1791-2#structure3179	any fruit trees	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok6083	fruit	fruit	N	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok6082	any	any	Q	salt:/ppcmbe2/fallowfield-1791-2#structure3178	*T*-1 any fruit trees are not of the sorts 0 0 *T*-2 you desire	IP	salt:/ppcmbe2/fallowfield-1791-2#structure3179	any fruit trees	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok6084	trees	tree	NS	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok6692	every	every	Q	salt:/ppcmbe2/fallowfield-1791-2#structure3502	watered moderately every three or four days during the summer season	IP	salt:/ppcmbe2/fallowfield-1791-2#structure3504	every three or four days	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok6696	days	day	NS	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok7319	all	all	Q	salt:/ppcmbe2/fallowfield-1791-2#structure3828	The latter end of this month , all wall trees may be properly nailed and pruned .	IP-MAT	salt:/ppcmbe2/fallowfield-1791-2#structure3832	all wall trees	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok7321	trees	tree	NS	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok7982	every	every	Q	salt:/ppcmbe2/fallowfield-1791-2#structure4184	They ought to be removed every four years .	IP-MAT	salt:/ppcmbe2/fallowfield-1791-2#structure4186	every four years	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok7984	years	year	NS	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok8025	any	any	Q	salt:/ppcmbe2/fallowfield-1791-2#structure4211	any fruit trees want replacing or removing	IP	salt:/ppcmbe2/fallowfield-1791-2#structure4212	any fruit trees	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok8026	fruit	fruit	N	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok8025	any	any	Q	salt:/ppcmbe2/fallowfield-1791-2#structure4211	any fruit trees want replacing or removing	IP	salt:/ppcmbe2/fallowfield-1791-2#structure4212	any fruit trees	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok8027	trees	tree	NS	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok8180	some	some	Q	salt:/ppcmbe2/fallowfield-1791-2#structure4284	When 0 fruit trees are intended *-1 to be planted in orchards , the ground ought to be plowed some years , till properly put into condition ;	IP-MAT	salt:/ppcmbe2/fallowfield-1791-2#structure4293	some years	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok8181	years	year	NS	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok8410	each	each	Q	salt:/ppcmbe2/fallowfield-1791-2#structure4432	of each tree	PP	salt:/ppcmbe2/fallowfield-1791-2#structure4433	each tree	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok8411	tree	tree	N	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok9021	All	all	Q	salt:/ppcmbe2/fallowfield-1791-2#structure4747	All late planted trees in a severe frost , must be covered with litter	IP	salt:/ppcmbe2/fallowfield-1791-2#structure4748	All late planted trees	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok9024	trees	tree	NS	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok9037	all	all	Q	salt:/ppcmbe2/fallowfield-1791-2#structure4755	all the wall fruit trees must be examined and renailed afresh , which work 0 *T*-1 is most agreeably done in a clean dry frost	IP	salt:/ppcmbe2/fallowfield-1791-2#structure4756	all the wall fruit trees	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok9040	fruit	fruit	N	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok9037	all	all	Q	salt:/ppcmbe2/fallowfield-1791-2#structure4755	all the wall fruit trees must be examined and renailed afresh , which work 0 *T*-1 is most agreeably done in a clean dry frost	IP	salt:/ppcmbe2/fallowfield-1791-2#structure4756	all the wall fruit trees	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok9041	trees	tree	NS	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/fallowfield-1791-2#sTok9339	all	all	Q	salt:/ppcmbe2/fallowfield-1791-2#structure4910	for all evergreen trees , shrubs , or plants ought to be removed in the spring season .	IP-MAT	salt:/ppcmbe2/fallowfield-1791-2#structure4911	all evergreen trees , shrubs , or plants	NP	salt:/ppcmbe2/fallowfield-1791-2#sTok9341	trees	tree	NS	Fallowfield, John 	? 	1791 	fallowfield-1791 	HANDB OTHER 	n/a 
salt:/ppcmbe2/faraday-1859-1#sTok2203	some	some	Q	salt:/ppcmbe2/faraday-1859-1#structure1354	I now take some <P_9> water	IP	salt:/ppcmbe2/faraday-1859-1#structure1357	some <P_9> water	NP	salt:/ppcmbe2/faraday-1859-1#sTok2205	water	water	N	Faraday, Michael 	b. 1791, d. 1867 	1859 	faraday-1859 	SCIENCE OTHER 	n/a 
salt:/ppcmbe2/faraday-1859-1#sTok2724	some	some	Q	salt:/ppcmbe2/faraday-1859-1#structure1661	I add some water to it	IP	salt:/ppcmbe2/faraday-1859-1#structure1663	some water	NP	salt:/ppcmbe2/faraday-1859-1#sTok2725	water	water	N	Faraday, Michael 	b. 1791, d. 1867 	1859 	faraday-1859 	SCIENCE OTHER 	n/a 
salt:/ppcmbe2/faraday-1859-1#sTok2837	some	some	Q	salt:/ppcmbe2/faraday-1859-1#structure1721	The Lecturer here poured some water over the white sulphate of copper , which 0 *T*-1 immediately became blue , evolving considerable heat at the same time	IP	salt:/ppcmbe2/faraday-1859-1#structure1724	some water	NP	salt:/ppcmbe2/faraday-1859-1#sTok2838	water	water	N	Faraday, Michael 	b. 1791, d. 1867 	1859 	faraday-1859 	SCIENCE OTHER 	n/a 
