1_id	1_span	1_anno_default_ns::lemma	1_anno_ptb::pos	2_id	2_span	2_anno_ptb::cat	3_id	3_span	3_anno_ptb::cat	4_id	4_span	4_anno_default_ns::lemma	4_anno_ptb::pos	meta_Author	meta_Birthdate	meta_Date_of_composition	meta_Filename	meta_Genre	meta_Manuscript
salt:/ppcmbe2/keimer-1718-2#sTok3025	no	no	Q	salt:/ppcmbe2/keimer-1718-2#structure1745	in no manner of Stead	PP	salt:/ppcmbe2/keimer-1718-2#structure1746	no manner of Stead	NP	salt:/ppcmbe2/keimer-1718-2#sTok3026	manner	manner	N	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/keimer-1718-2#sTok8496	every	every	Q	salt:/ppcmbe2/keimer-1718-2#structure4791	I accomplish every Day my Strength in thy Infirmities .	IP-MAT-SPE	salt:/ppcmbe2/keimer-1718-2#structure4793	every Day	NP	salt:/ppcmbe2/keimer-1718-2#sTok8497	Day	day	N	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/keimer-1718-2#sTok9530	All	all	Q	salt:/ppcmbe2/keimer-1718-2#structure5334	Thou King of Heaven and Earth , All Might is in thy Hand	IP	salt:/ppcmbe2/keimer-1718-2#structure5338	All Might	NP	salt:/ppcmbe2/keimer-1718-2#sTok9531	Might	might	N	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/keimer-1718-2#sTok10210	all	all	Q	salt:/ppcmbe2/keimer-1718-2#structure5705	with all their Might	PP	salt:/ppcmbe2/keimer-1718-2#structure5706	all their Might	NP	salt:/ppcmbe2/keimer-1718-2#sTok10212	Might	might	N	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/keimer-1718-2#sTok11560	several	several	Q	salt:/ppcmbe2/keimer-1718-2#structure6457	upon several Men , Women and Children	PP	salt:/ppcmbe2/keimer-1718-2#structure6458	several Men , Women and Children	NP	salt:/ppcmbe2/keimer-1718-2#sTok11561	Men	man	NS	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/keimer-1718-2#sTok12003	all	all	Q	salt:/ppcmbe2/keimer-1718-2#structure6718	for all your Sins past to this Day	PP	salt:/ppcmbe2/keimer-1718-2#structure6719	all your Sins past to this Day	NP	salt:/ppcmbe2/keimer-1718-2#sTok12005	Sins	sin	NS	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/keimer-1718-2#sTok12152	all	all	Q	salt:/ppcmbe2/keimer-1718-2#structure6805	all our Sins were pardon'd	IP	salt:/ppcmbe2/keimer-1718-2#structure6806	all our Sins	NP	salt:/ppcmbe2/keimer-1718-2#sTok12154	Sins	sin	NS	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/keimer-1718-2#sTok15071	every	every	Q	salt:/ppcmbe2/keimer-1718-2#structure8408	we must read over one of <font> David <$$font> 's Psalms , every Day , or Night which 0 I took care *T*-1 to do for several Days successively	IP	salt:/ppcmbe2/keimer-1718-2#structure8414	every Day , or Night	NP	salt:/ppcmbe2/keimer-1718-2#sTok15072	Day	day	N	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/keimer-1718-2#sTok15085	several	several	Q	salt:/ppcmbe2/keimer-1718-2#structure8423	for several Days	PP	salt:/ppcmbe2/keimer-1718-2#structure8424	several Days	NP	salt:/ppcmbe2/keimer-1718-2#sTok15086	Days	day	NS	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/keimer-1718-2#sTok16995	many	many	Q	salt:/ppcmbe2/keimer-1718-2#structure9498	he had been blind many Years	IP	salt:/ppcmbe2/keimer-1718-2#structure9501	many Years	NP	salt:/ppcmbe2/keimer-1718-2#sTok16996	Years	year	NS	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/keimer-1718-2#sTok17404	all	all	Q	salt:/ppcmbe2/keimer-1718-2#structure9723	healing all manner of Diseases	IP	salt:/ppcmbe2/keimer-1718-2#structure9724	all manner of Diseases	NP	salt:/ppcmbe2/keimer-1718-2#sTok17405	manner	manner	N	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/keimer-1718-2#sTok17647	all	all	Q	salt:/ppcmbe2/keimer-1718-2#structure9860	healing all manner of Diseases	IP	salt:/ppcmbe2/keimer-1718-2#structure9861	all manner of Diseases	NP	salt:/ppcmbe2/keimer-1718-2#sTok17648	manner	manner	N	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/keimer-1718-2#sTok18491	many	many	Q	salt:/ppcmbe2/keimer-1718-2#structure10308	having been many Years very crooked	IP	salt:/ppcmbe2/keimer-1718-2#structure10309	many Years	NP	salt:/ppcmbe2/keimer-1718-2#sTok18492	Years	year	NS	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/keimer-1718-2#sTok18630	several	several	Q	salt:/ppcmbe2/keimer-1718-2#structure10378	in the several Countries 0 0 they came to *T*-2	PP	salt:/ppcmbe2/keimer-1718-2#structure10379	the several Countries 0 0 they came to *T*-2	NP	salt:/ppcmbe2/keimer-1718-2#sTok18631	Countries	country	NS	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/keimer-1718-2#sTok19266	all	all	Q	salt:/ppcmbe2/keimer-1718-2#structure10747	with all thy Might	PP	salt:/ppcmbe2/keimer-1718-2#structure10748	all thy Might	NP	salt:/ppcmbe2/keimer-1718-2#sTok19268	Might	might	N	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/keimer-1718-2#sTok19781	several	several	Q	salt:/ppcmbe2/keimer-1718-2#structure11049	having wrote several Books in their Behalf , <font> viz. Moderation a Virtue <$$font> , and <font> Moderation still a Virtue <$$font> , in Answer to <font> Charles Lesly	IP	salt:/ppcmbe2/keimer-1718-2#structure11050	several Books in their Behalf , <font> viz. Moderation a Virtue <$$font> , and <font> Moderation still a Virtue	NP	salt:/ppcmbe2/keimer-1718-2#sTok19782	Books	book	NS	Keimer, Samuel 	b. 1688, d. 1742 	1718 	keimer-1718 	BIOGR AUTO 	n/a 
salt:/ppcmbe2/kimber-1742-1#sTok415	no	no	Q	salt:/ppcmbe2/kimber-1742-1#structure226	and *con* so could have no Right to come in before the Queen of <font> Scots <$$font> , but what <font> 0 *T*-1 Henry's <$$font> Will gave them , which Will 0 *T*-2 was equally in favour of <font> Elizabeth's <$$font> coming before them , notwithstanding <P_258.C1> her having been declared *-3 illegitimate , as well as her Sister <font> Mary <$$font> , who 0 *T*-4 succeeded by Virtue of the same Will .	IP-MAT	salt:/ppcmbe2/kimber-1742-1#structure228	no Right to come in before the Queen of <font> Scots	NP	salt:/ppcmbe2/kimber-1742-1#sTok416	Right	right	N	Kimber, Isaac 	b. 1692, d. 1755 	1742 	kimber-1742 	HISTORY 	n/a 
salt:/ppcmbe2/kimber-1742-1#sTok2005	all	all	Q	salt:/ppcmbe2/kimber-1742-1#structure1141	and *con* by another Act suppress'd all the Religious Houses which <font> 0 *T*-1 Mary <$$font> had founded ,	IP-MAT	salt:/ppcmbe2/kimber-1742-1#structure1144	all the Religious Houses which <font> 0 *T*-1 Mary <$$font> had founded	NP	salt:/ppcmbe2/kimber-1742-1#sTok2008	Houses	house	NS	Kimber, Isaac 	b. 1692, d. 1755 	1742 	kimber-1742 	HISTORY 	n/a 
salt:/ppcmbe2/kimber-1742-1#sTok3006	many	many	Q	salt:/ppcmbe2/kimber-1742-1#structure1699	many Years after	ADVP	salt:/ppcmbe2/kimber-1742-1#structure1700	many Years	NP	salt:/ppcmbe2/kimber-1742-1#sTok3007	Years	year	NS	Kimber, Isaac 	b. 1692, d. 1755 	1742 	kimber-1742 	HISTORY 	n/a 
salt:/ppcmbe2/kimber-1742-1#sTok3114	no	no	Q	salt:/ppcmbe2/kimber-1742-1#structure1756	she had no Right ever to take them	IP	salt:/ppcmbe2/kimber-1742-1#structure1758	no Right ever to take them	NP	salt:/ppcmbe2/kimber-1742-1#sTok3115	Right	right	N	Kimber, Isaac 	b. 1692, d. 1755 	1742 	kimber-1742 	HISTORY 	n/a 
salt:/ppcmbe2/kimber-1742-1#sTok4178	many	many	Q	salt:/ppcmbe2/kimber-1742-1#structure2324	for many Years	PP	salt:/ppcmbe2/kimber-1742-1#structure2325	many Years	NP	salt:/ppcmbe2/kimber-1742-1#sTok4179	Years	year	NS	Kimber, Isaac 	b. 1692, d. 1755 	1742 	kimber-1742 	HISTORY 	n/a 
salt:/ppcmbe2/kimber-1742-1#sTok4645	some	some	Q	salt:/ppcmbe2/kimber-1742-1#structure2586	for some Years	PP	salt:/ppcmbe2/kimber-1742-1#structure2587	some Years	NP	salt:/ppcmbe2/kimber-1742-1#sTok4646	Years	year	NS	Kimber, Isaac 	b. 1692, d. 1755 	1742 	kimber-1742 	HISTORY 	n/a 
salt:/ppcmbe2/kimber-1742-1#sTok4780	many	many	Q	salt:/ppcmbe2/kimber-1742-1#structure2654	*T*-1 Queen <font> Elizabeth <$$font> kept her a Prisoner many Years	IP	salt:/ppcmbe2/kimber-1742-1#structure2658	many Years	NP	salt:/ppcmbe2/kimber-1742-1#sTok4781	Years	year	NS	Kimber, Isaac 	b. 1692, d. 1755 	1742 	kimber-1742 	HISTORY 	n/a 
salt:/ppcmbe2/kimber-1742-1#sTok5179	several	several	Q	salt:/ppcmbe2/kimber-1742-1#structure2861	At the Beginning of the Year 1569 , several great Men , of the Queen's Council , who 0 *T*-1 were Friends to the Queen of <font> Scots <$$font> , and *T*-1 wanted either to have her on the Throne , or declar'd <font> Elizabeth's <$$font> presumptive Heir , conspir'd to get Secretary <font> Cecil *ICH*-3 <$$font> remov'd , whom 0 they knew *T*-4 to be an Enemy to all such Designs , and *T*-4 to be heartily in his Mistress's Interest .	IP-MAT	salt:/ppcmbe2/kimber-1742-1#structure2867	several great Men , of the Queen's Council , who 0 *T*-1 were Friends to the Queen of <font> Scots <$$font> , and *T*-1 wanted either to have her on the Throne , or declar'd <font> Elizabeth's <$$font> presumptive Heir	NP	salt:/ppcmbe2/kimber-1742-1#sTok5181	Men	man	NS	Kimber, Isaac 	b. 1692, d. 1755 	1742 	kimber-1742 	HISTORY 	n/a 
salt:/ppcmbe2/kimber-1742-1#sTok6983	all	all	Q	salt:/ppcmbe2/kimber-1742-1#structure3849	suppressing all the antient Rights and Privileges of those Provinces	IP	salt:/ppcmbe2/kimber-1742-1#structure3850	all the antient Rights and Privileges of those Provinces	NP	salt:/ppcmbe2/kimber-1742-1#sTok6986	Rights	right	NS	Kimber, Isaac 	b. 1692, d. 1755 	1742 	kimber-1742 	HISTORY 	n/a 
salt:/ppcmbe2/kimber-1742-1#sTok7197	Some	some	Q	salt:/ppcmbe2/kimber-1742-1#structure3970	Some Years after	ADVP	salt:/ppcmbe2/kimber-1742-1#structure3971	Some Years	NP	salt:/ppcmbe2/kimber-1742-1#sTok7198	Years	year	NS	Kimber, Isaac 	b. 1692, d. 1755 	1742 	kimber-1742 	HISTORY 	n/a 
salt:/ppcmbe2/kimber-1742-1#sTok11031	all	all	Q	salt:/ppcmbe2/kimber-1742-1#structure5987	drawing all the Ships in his other Ports together	IP	salt:/ppcmbe2/kimber-1742-1#structure5988	all the Ships	NP	salt:/ppcmbe2/kimber-1742-1#sTok11033	Ships	ship	NS	Kimber, Isaac 	b. 1692, d. 1755 	1742 	kimber-1742 	HISTORY 	n/a 
salt:/ppcmbe2/kimber-1742-1#sTok11069	many	many	Q	salt:/ppcmbe2/kimber-1742-1#structure6009	many Ships lost	IP	salt:/ppcmbe2/kimber-1742-1#structure6010	many Ships	NP	salt:/ppcmbe2/kimber-1742-1#sTok11070	Ships	ship	NS	Kimber, Isaac 	b. 1692, d. 1755 	1742 	kimber-1742 	HISTORY 	n/a 
salt:/ppcmbe2/kinglake-1844-2#sTok515	all	all	Q	salt:/ppcmbe2/kinglake-1844-2#structure289	of all the lands 0 0 *T*-3 I know <paren> you will see in a minute how 0 *T*-4 I connect this piece of prose with the Isle of Cyprus	PP	salt:/ppcmbe2/kinglake-1844-2#structure290	all the lands 0 0 *T*-3 I know <paren> you will see in a minute how 0 *T*-4 I connect this piece of prose with the Isle of Cyprus	NP	salt:/ppcmbe2/kinglake-1844-2#sTok517	lands	land	NS	Kinglake, Alexander William 	b. 1809, d. 1891 	1844 	kinglake-1844 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/kinglake-1844-2#sTok3133	Many	many	Q	salt:/ppcmbe2/kinglake-1844-2#structure1772	Many years of Lady Hester's early womanhood had been passed with Lady Chatham , at Burton Pynsent ,	IP-MAT	salt:/ppcmbe2/kinglake-1844-2#structure1773	Many years of Lady Hester's early womanhood	NP	salt:/ppcmbe2/kinglake-1844-2#sTok3134	years	year	NS	Kinglake, Alexander William 	b. 1809, d. 1891 	1844 	kinglake-1844 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/kinglake-1844-2#sTok8234	many	many	Q	salt:/ppcmbe2/kinglake-1844-2#structure4724	during many years	PP	salt:/ppcmbe2/kinglake-1844-2#structure4725	many years	NP	salt:/ppcmbe2/kinglake-1844-2#sTok8235	years	year	NS	Kinglake, Alexander William 	b. 1809, d. 1891 	1844 	kinglake-1844 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/kinglake-1844-2#sTok10520	no	no	Q	salt:/ppcmbe2/kinglake-1844-2#structure6064	no man so attractive to the Orientals - no man who 0 *T*-2 can negotiate with them half so effectively , as a good , honest , open-hearted , and positive naval officer of the old school	NP	salt:/ppcmbe2/kinglake-1844-2#structure6065	no man so attractive to the Orientals	NP	salt:/ppcmbe2/kinglake-1844-2#sTok10521	man	man	N	Kinglake, Alexander William 	b. 1809, d. 1891 	1844 	kinglake-1844 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/kinglake-1844-2#sTok10528	no	no	Q	salt:/ppcmbe2/kinglake-1844-2#structure6069	no man who 0 *T*-2 can negotiate with them half so effectively , as a good , honest , open-hearted , and positive naval officer of the old school	CONJP	salt:/ppcmbe2/kinglake-1844-2#structure6070	no man who 0 *T*-2 can negotiate with them half so effectively , as a good , honest , open-hearted , and positive naval officer of the old school	NP	salt:/ppcmbe2/kinglake-1844-2#sTok10529	man	man	N	Kinglake, Alexander William 	b. 1809, d. 1891 	1844 	kinglake-1844 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/kingsley-1897-2#sTok616	no	no	Q	salt:/ppcmbe2/kingsley-1897-2#structure379	no country and no ruler	NP	salt:/ppcmbe2/kingsley-1897-2#structure380	no country	NP	salt:/ppcmbe2/kingsley-1897-2#sTok617	country	country	N	Kingsley, Mary Henrietta 	b. 1862, d. 1900 	1897 	kingsley-1897 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/kingsley-1897-2#sTok834	no	no	Q	salt:/ppcmbe2/kingsley-1897-2#structure510	no white man has ever looked on the great Peak of Cameroon without a desire arising in his mind to ascend it and * know in detail the highest point on the western side of the <P_550> continent , and indeed one of the highest points in all Africa	IP	salt:/ppcmbe2/kingsley-1897-2#structure511	no white man	NP	salt:/ppcmbe2/kingsley-1897-2#sTok836	man	man	N	Kingsley, Mary Henrietta 	b. 1862, d. 1900 	1897 	kingsley-1897 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/kingsley-1897-2#sTok2571	some	some	Q	salt:/ppcmbe2/kingsley-1897-2#structure1494	for some days	PP	salt:/ppcmbe2/kingsley-1897-2#structure1495	some days	NP	salt:/ppcmbe2/kingsley-1897-2#sTok2572	days	day	NS	Kingsley, Mary Henrietta 	b. 1862, d. 1900 	1897 	kingsley-1897 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/kingsley-1897-2#sTok12576	all	all	Q	salt:/ppcmbe2/kingsley-1897-2#structure7207	*T*-1 has been very low in his mind all day	IP	salt:/ppcmbe2/kingsley-1897-2#structure7211	all day	NP	salt:/ppcmbe2/kingsley-1897-2#sTok12577	day	day	N	Kingsley, Mary Henrietta 	b. 1862, d. 1900 	1897 	kingsley-1897 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/kirkland-1774-2#sTok1384	every	every	Q	salt:/ppcmbe2/kirkland-1774-2#structure784	*T*-2 upon reflection , <P_57> every man who 0 *T*-3 practices midwifery will be well acquainted ; as 0 they are common , and such as 0 0 *T*-4 must have happened within the notice of those , who 0 *T*-5 have been engaged in a considerable share of practice	IP	salt:/ppcmbe2/kirkland-1774-2#structure787	every man who 0 *T*-3 practices midwifery	NP	salt:/ppcmbe2/kirkland-1774-2#sTok1385	man	man	N	Kirkland, Thomas 	b. 1722, d. 1798 	1722 	kirkland-1774 	SCIENCE MEDICINE 	n/a 
salt:/ppcmbe2/kirkland-1774-2#sTok2148	all	all	Q	salt:/ppcmbe2/kirkland-1774-2#structure1199	being engaged all the next day	IP	salt:/ppcmbe2/kirkland-1774-2#structure1200	all the next day	NP	salt:/ppcmbe2/kirkland-1774-2#sTok2151	day	day	N	Kirkland, Thomas 	b. 1722, d. 1798 	1722 	kirkland-1774 	SCIENCE MEDICINE 	n/a 
salt:/ppcmbe2/kirkland-1774-2#sTok2810	many	many	Q	salt:/ppcmbe2/kirkland-1774-2#structure1551	many years ago	ADVP	salt:/ppcmbe2/kirkland-1774-2#structure1552	many years	NP	salt:/ppcmbe2/kirkland-1774-2#sTok2811	years	year	NS	Kirkland, Thomas 	b. 1722, d. 1798 	1722 	kirkland-1774 	SCIENCE MEDICINE 	n/a 
salt:/ppcmbe2/kirkland-1774-2#sTok4382	several	several	Q	salt:/ppcmbe2/kirkland-1774-2#structure2418	the putrefaction is several days	IP	salt:/ppcmbe2/kirkland-1774-2#structure2420	several days	NP	salt:/ppcmbe2/kirkland-1774-2#sTok4383	days	day	NS	Kirkland, Thomas 	b. 1722, d. 1798 	1722 	kirkland-1774 	SCIENCE MEDICINE 	n/a 
salt:/ppcmbe2/kirkland-1774-2#sTok5800	Many	many	Q	salt:/ppcmbe2/kirkland-1774-2#structure3187	Many books indeed tells us , that when 0 the <font> uterus <$$font> is inflamed , there is a sensation of weight and tumour , and a continual burning , throbbing pain *ICH*-2 , in the region of the <font> uterus <$$font> , extending to the adjacent parts ;	IP-MAT	salt:/ppcmbe2/kirkland-1774-2#structure3188	Many books	NP	salt:/ppcmbe2/kirkland-1774-2#sTok5801	books	book	NS	Kirkland, Thomas 	b. 1722, d. 1798 	1722 	kirkland-1774 	SCIENCE MEDICINE 	n/a 
salt:/ppcmbe2/kirkland-1774-2#sTok9488	both	both	Q	salt:/ppcmbe2/kirkland-1774-2#structure5252	in both her eyes	PP	salt:/ppcmbe2/kirkland-1774-2#structure5253	both her eyes	NP	salt:/ppcmbe2/kirkland-1774-2#sTok9490	eyes	eye	NS	Kirkland, Thomas 	b. 1722, d. 1798 	1722 	kirkland-1774 	SCIENCE MEDICINE 	n/a 
salt:/ppcmbe2/knox-1786-2#sTok2411	several	several	Q	salt:/ppcmbe2/knox-1786-2#structure1355	several country people with a boat and net	IP	salt:/ppcmbe2/knox-1786-2#structure1356	several country people	NP	salt:/ppcmbe2/knox-1786-2#sTok2412	country	country	N	Knox, John 	b. 1720, d. 1790 	1786 (published 1787) 	knox-1786 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/knox-1786-2#sTok2426	some	some	Q	salt:/ppcmbe2/knox-1786-2#structure1361	Near this lake *exp* are some natural woods , consisting chiefly of dwarf-oak , now a valuable article on account of the bark , which 0 *T*-2 sells at one shilling per stone .	IP-MAT	salt:/ppcmbe2/knox-1786-2#structure1364	some natural woods , consisting chiefly of dwarf-oak , now a valuable article on account of the bark , which 0 *T*-2 sells at one shilling per stone	NP=1	salt:/ppcmbe2/knox-1786-2#sTok2428	woods	wood	NS	Knox, John 	b. 1720, d. 1790 	1786 (published 1787) 	knox-1786 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/knox-1786-2#sTok4834	no	no	Q	salt:/ppcmbe2/knox-1786-2#structure2735	*T*-1 there is no land	IP	salt:/ppcmbe2/knox-1786-2#structure2737	no land	NP=2	salt:/ppcmbe2/knox-1786-2#sTok4835	land	land	N	Knox, John 	b. 1720, d. 1790 	1786 (published 1787) 	knox-1786 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/knox-1786-2#sTok5309	every	every	Q	salt:/ppcmbe2/knox-1786-2#structure3007	*T*-2 produce a considerable return every twenty-five years , when 0 *T*-3 the timber is cut down for the bark , as well as for charcoal	IP	salt:/ppcmbe2/knox-1786-2#structure3009	every twenty-five years , when 0 *T*-3 the timber is cut down for the bark , as well as for charcoal	NP	salt:/ppcmbe2/knox-1786-2#sTok5311	years	year	NS	Knox, John 	b. 1720, d. 1790 	1786 (published 1787) 	knox-1786 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/knox-1786-2#sTok5904	every	every	Q	salt:/ppcmbe2/knox-1786-2#structure3339	it grows to maturity , every second or third year , when 0 *T*-1 it is cut down	IP	salt:/ppcmbe2/knox-1786-2#structure3343	every second or third year , when 0 *T*-1 it is cut down	NP	salt:/ppcmbe2/knox-1786-2#sTok5908	year	year	N	Knox, John 	b. 1720, d. 1790 	1786 (published 1787) 	knox-1786 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/knox-1786-2#sTok6465	any	any	Q	salt:/ppcmbe2/knox-1786-2#structure3671	in any other country	PP	salt:/ppcmbe2/knox-1786-2#structure3672	any other country	NP	salt:/ppcmbe2/knox-1786-2#sTok6467	country	country	N	Knox, John 	b. 1720, d. 1790 	1786 (published 1787) 	knox-1786 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/knox-1786-2#sTok7014	all	all	Q	salt:/ppcmbe2/knox-1786-2#structure3973	to all fish of that species	PP	salt:/ppcmbe2/knox-1786-2#structure3974	all fish of that species	NP	salt:/ppcmbe2/knox-1786-2#sTok7015	fish	fish	N	Knox, John 	b. 1720, d. 1790 	1786 (published 1787) 	knox-1786 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/knox-1786-2#sTok7188	Some	some	Q	salt:/ppcmbe2/knox-1786-2#structure4062	Some years ago	ADVP	salt:/ppcmbe2/knox-1786-2#structure4063	Some years	NP	salt:/ppcmbe2/knox-1786-2#sTok7189	years	year	NS	Knox, John 	b. 1720, d. 1790 	1786 (published 1787) 	knox-1786 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/knox-1786-2#sTok10445	some	some	Q	salt:/ppcmbe2/knox-1786-2#structure6030	I would enjoy some days , at least , of that fine season	IP	salt:/ppcmbe2/knox-1786-2#structure6032	some days , at least , of that fine season	NP	salt:/ppcmbe2/knox-1786-2#sTok10446	days	day	NS	Knox, John 	b. 1720, d. 1790 	1786 (published 1787) 	knox-1786 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/knox-1786-2#sTok12341	some	some	Q	salt:/ppcmbe2/knox-1786-2#structure7112	some small horses	CONJP	salt:/ppcmbe2/knox-1786-2#structure7113	some small horses	NP	salt:/ppcmbe2/knox-1786-2#sTok12343	horses	horse	NS	Knox, John 	b. 1720, d. 1790 	1786 (published 1787) 	knox-1786 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/knox-1786-2#sTok12394	some	some	Q	salt:/ppcmbe2/knox-1786-2#structure7135	but near the shores , there is some good arable land , especially on the west side ;	IP-MAT	salt:/ppcmbe2/knox-1786-2#structure7139	some good arable land , especially on the west side	NP=1	salt:/ppcmbe2/knox-1786-2#sTok12397	land	land	N	Knox, John 	b. 1720, d. 1790 	1786 (published 1787) 	knox-1786 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/knox-1786-2#sTok12945	some	some	Q	salt:/ppcmbe2/knox-1786-2#structure7471	removing some great stones 0 that *T*-2 choak {COM:sic} up the south passage	IP	salt:/ppcmbe2/knox-1786-2#structure7472	some great stones 0 that *T*-2 choak {COM:sic} up the south passage	NP	salt:/ppcmbe2/knox-1786-2#sTok12947	stones	stone	NS	Knox, John 	b. 1720, d. 1790 	1786 (published 1787) 	knox-1786 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#sTok3974	some	some	Q	salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#structure2380	*con* would shortly have some work for me	IP	salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#structure2382	some work	NP	salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#sTok3975	work	work	N	Knyveton, John 	b. 1729, d. 1809 	1751-1752 	knyveton-1752-actually-gray-1937 	DIARY PRIV 	n/a 
salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#sTok6348	little	little	Q	salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#structure3816	Being Sunday little work was done save that essential to securing the ship , the men lying about on deck mending their clothes and shaving ,	IP-MAT	salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#structure3819	little work	NP	salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#sTok6349	work	work	N	Knyveton, John 	b. 1729, d. 1809 	1751-1752 	knyveton-1752-actually-gray-1937 	DIARY PRIV 	n/a 
salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#sTok7634	any	any	Q	salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#structure4608	to lose any men , being already short handed	IP	salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#structure4609	any men , being already short handed	NP	salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#sTok7635	men	man	NS	Knyveton, John 	b. 1729, d. 1809 	1751-1752 	knyveton-1752-actually-gray-1937 	DIARY PRIV 	n/a 
salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#sTok8349	no	no	Q	salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#structure5052	no Man but a Woman	NP	salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#structure5053	no Man	NP	salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#sTok8350	Man	man	N	Knyveton, John 	b. 1729, d. 1809 	1751-1752 	knyveton-1752-actually-gray-1937 	DIARY PRIV 	n/a 
salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#sTok9352	every	every	Q	salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#structure5621	by every ship in the Squadron	PP	salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#structure5622	every ship in the Squadron	NP	salt:/ppcmbe2/knyveton-1752-actually-gray-1937-2#sTok9353	ship	ship	N	Knyveton, John 	b. 1729, d. 1809 	1751-1752 	knyveton-1752-actually-gray-1937 	DIARY PRIV 	n/a 
