id;lemma;text;genre;dialect;plural;singular;count;semantics;orig;oe reflex;oe class;oe stem;oe gender;period_simple;period_sorted;period_main
virtue-360;virtue;CMMANDEV;Travelogue;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-361;virtue;CMMANDEV;Travelogue;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-362;virtue;CMMANDEV;Travelogue;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-363;virtue;CMMANDEV;Travelogue;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-364;virtue;CMMANDEV;Travelogue;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-365;virtue;CMMANDEV;Travelogue;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-366;virtue;CMMANDEV;Travelogue;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-367;virtue;CMMANDEV;Travelogue;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-368;virtue;CMMANDEV;Travelogue;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-369;virtue;CMMANDEV;Travelogue;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-370;virtue;CMMANDEV;Travelogue;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-371;virtue;CMMANDEV;Travelogue;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-372;virtue;CMMANDEV;Travelogue;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-373;virtue;CMMANDEV;Travelogue;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-374;virtue;CMMANDEV;Travelogue;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-375;virtue;CMMANDEV;Travelogue;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-376;virtue;CMMANDEV;Travelogue;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-377;virtue;CMMANDEV;Travelogue;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-378;virtue;CMMANDEV;Travelogue;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-379;virtue;CMMANDEV;Travelogue;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-380;virtue;CMMANDEV;Travelogue;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-381;virtue;CMMIRK;Sermon;West Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-382;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-383;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-384;virtue;CMMIRK;Sermon;West Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-385;virtue;CMMIRK;Sermon;West Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-386;virtue;CMMIRK;Sermon;West Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-387;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-388;virtue;CMMIRK;Sermon;West Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-389;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-390;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-391;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-392;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-393;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-394;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-395;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-396;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-397;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-398;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-399;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-400;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-401;virtue;CMMIRK;Sermon;West Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-402;virtue;CMMIRK;Sermon;West Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-403;virtue;CMMIRK;Sermon;West Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-404;virtue;CMPOLYCH;History;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-405;virtue;CMPOLYCH;History;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-406;virtue;CMPOLYCH;History;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-407;virtue;CMPOLYCH;History;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-408;virtue;CMPOLYCH;History;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-409;virtue;CMPOLYCH;History;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-410;virtue;CMPOLYCH;History;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-411;virtue;CMPOLYCH;History;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-412;virtue;CMPOLYCH;History;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-413;virtue;CMPOLYCH;History;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-414;virtue;CMPOLYCH;History;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-415;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-416;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-417;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-418;virtue;CMPURVEY;Religious Treatise;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-419;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-420;virtue;CMPURVEY;Religious Treatise;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-421;virtue;CMPURVEY;Religious Treatise;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-422;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-423;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-424;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-425;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-426;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-427;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-428;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-429;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-430;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-431;virtue;CMPURVEY;Religious Treatise;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-432;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-433;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-434;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-435;virtue;CMPURVEY;Religious Treatise;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-436;virtue;CMPURVEY;Religious Treatise;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-437;virtue;CMPURVEY;Religious Treatise;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-438;virtue;CMREYNES;Handbook Other;East Midlands;1;0;u;a;R;;;;;m4;i_m4;b_me
virtue-439;virtue;CMREYNES;Handbook Other;East Midlands;0;1;u;a;R;;;;;m4;i_m4;b_me
virtue-440;virtue;CMREYNES;Handbook Other;East Midlands;0;1;u;a;R;;;;;m4;i_m4;b_me
virtue-441;virtue;CMREYNES;Handbook Other;East Midlands;0;1;u;a;R;;;;;m4;i_m4;b_me
virtue-442;virtue;CMROLLEP;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-443;virtue;CMROLLEP;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-444;virtue;CMROLLEP;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-445;virtue;CMROLLEP;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-446;virtue;CMROLLEP;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-447;virtue;CMROLLEP;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-448;virtue;CMROLLEP;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-449;virtue;CMROLLEP;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-450;virtue;CMROLLEP;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-451;virtue;CMROLLEP;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-452;virtue;CMROLLEP;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-453;virtue;CMROLLEP;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-454;virtue;CMROLLEP;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-455;virtue;CMROLLEP;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-456;virtue;CMROLLTR;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-457;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-458;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-459;virtue;CMROLLTR;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-460;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-461;virtue;CMROLLTR;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-462;virtue;CMROLLTR;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-463;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-464;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-465;virtue;CMROLLTR;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-466;virtue;CMROLLTR;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-467;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-468;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-469;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-470;virtue;CMROLLTR;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-471;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-472;virtue;CMROLLTR;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-473;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-474;virtue;CMROLLTR;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-475;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-476;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-477;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-478;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-479;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-480;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-481;virtue;CMROLLTR;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-482;virtue;CMROLLTR;Religious Treatise;Northern;1;0;u;a;R;;;;;m2;g_m2;b_me
virtue-483;virtue;CMROLLTR;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-484;virtue;CMROLLTR;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-485;virtue;CMROLLTR;Religious Treatise;Northern;0;1;u;a;R;;;;;m2;g_m2;b_me
virtue-486;virtue;CMROYAL;Sermon;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-487;virtue;CMROYAL;Sermon;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-488;virtue;CMROYAL;Sermon;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-489;virtue;CMROYAL;Sermon;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-490;virtue;CMROYAL;Sermon;Southern;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-491;virtue;CMROYAL;Sermon;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-492;virtue;CMROYAL;Sermon;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-493;virtue;CMROYAL;Sermon;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-494;virtue;CMROYAL;Sermon;Southern;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-495;virtue;CMSIEGE;Romance;West Midlands;0;1;u;a;R;;;;;m4;i_m4;b_me
virtue-496;virtue;CMSIEGE;Romance;West Midlands;0;1;u;a;R;;;;;m4;i_m4;b_me
virtue-497;virtue;CMTHORN;Handbook Medicine;Northern;1;0;u;a;R;;;;;m4;i_m4;b_me
virtue-498;virtue;CMVICES4;Religious Treatise;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-499;virtue;CMVICES4;Religious Treatise;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-500;virtue;CMVICES4;Religious Treatise;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-501;virtue;CMVICES4;Religious Treatise;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-502;virtue;CMVICES4;Religious Treatise;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-503;virtue;CMVICES4;Religious Treatise;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-504;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-505;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-506;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-507;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-508;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-509;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-510;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-511;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-512;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-513;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-514;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-515;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-516;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-517;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-518;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-519;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-520;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-521;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-522;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-523;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-524;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-525;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-526;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-527;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-528;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-529;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-530;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-531;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-532;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-533;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-534;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-535;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-536;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-537;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-538;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-539;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-540;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-541;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-542;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-543;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-544;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-545;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-546;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-547;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-548;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-549;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-550;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-551;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-552;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-553;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-554;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-555;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-556;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-557;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-558;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-559;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-560;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-561;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-562;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-563;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-564;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-565;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-566;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-567;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-568;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-569;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-570;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-571;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
virtue-572;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-573;virtue;CMWYCSER;Sermon;East Midlands;0;1;u;a;R;;;;;m3;h_m3;b_me
virtue-574;virtue;CMWYCSER;Sermon;East Midlands;1;0;u;a;R;;;;;m3;h_m3;b_me
water-1;water;CMAELR3;Rule;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m2;g_m2;b_me
water-2;water;CMAELR3;Rule;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m2;g_m2;b_me
water-3;water;CMAELR3;Rule;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m2;g_m2;b_me
water-4;water;CMAELR3;Rule;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m2;g_m2;b_me
water-5;water;CMAELR3;Rule;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m2;g_m2;b_me
water-6;water;CMAELR3;Rule;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m2;g_m2;b_me
water-7;water;CMAELR3;Rule;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m2;g_m2;b_me
water-8;water;CMAELR3;Rule;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m2;g_m2;b_me
water-9;water;CMAELR3;Rule;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m2;g_m2;b_me
water-10;water;CMAELR3;Rule;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m2;g_m2;b_me
water-11;water;CMAELR3;Rule;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m2;g_m2;b_me
water-12;water;CMAELR3;Rule;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m2;g_m2;b_me
water-13;water;CMAELR4;Rule;East Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m4;i_m4;b_me
water-14;water;CMAELR4;Rule;East Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m4;i_m4;b_me
water-15;water;CMAELR4;Rule;East Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m4;i_m4;b_me
water-16;water;CMAELR4;Rule;East Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m4;i_m4;b_me
water-17;water;CMAELR4;Rule;East Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m4;i_m4;b_me
water-18;water;CMAELR4;Rule;East Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m4;i_m4;b_me
water-19;water;CMAELR4;Rule;East Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m4;i_m4;b_me
water-20;water;CMAELR4;Rule;East Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m4;i_m4;b_me
water-21;water;CMANCRIW;Religious Treatise;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m1;f_m1;b_me
water-22;water;CMANCRIW;Religious Treatise;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m1;f_m1;b_me
water-23;water;CMANCRIW;Religious Treatise;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m1;f_m1;b_me
water-24;water;CMANCRIW;Religious Treatise;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m1;f_m1;b_me
water-25;water;CMANCRIW;Religious Treatise;West Midlands;1;0;u;s;G;wæter;Strong;A-Stem;N;m1;f_m1;b_me
water-26;water;CMANCRIW;Religious Treatise;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m1;f_m1;b_me
water-27;water;CMANCRIW;Religious Treatise;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m1;f_m1;b_me
water-28;water;CMANCRIW;Religious Treatise;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m1;f_m1;b_me
water-29;water;CMANCRIW;Religious Treatise;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m1;f_m1;b_me
water-30;water;CMANCRIW;Religious Treatise;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m1;f_m1;b_me
water-31;water;CMANCRIW;Religious Treatise;West Midlands;1;0;u;s;G;wæter;Strong;A-Stem;N;m1;f_m1;b_me
water-32;water;CMANCRIW;Religious Treatise;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m1;f_m1;b_me
water-33;water;CMANCRIW;Religious Treatise;West Midlands;0;1;u;s;G;wæter;Strong;A-Stem;N;m1;f_m1;b_me
