"id";"token";"lemma";"anno_ptb::pos";"author";"birthdate";"date_of_composition";"filename";"genre";"manuscript";"period";"plural";"singular";"pde_count";"semantics";"orig";"oe_etymon";"oe_class";"oe_stem";"oe_gender"
"salt:/ppcmbe2/erv-new-1881-2#sTok21433";"works";"work";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-new-1881-2#sTok21450";"days";"day";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok21679";"days";"day";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok21705";"name";"name";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok21769";"day";"day";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok22582";"days";"day";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok22926";"day";"day";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok23030";"name";"name";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok23043";"sins";"sin";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"syn";"Strong";"O-Stem";"F"
"salt:/ppcmbe2/erv-new-1881-2#sTok23166";"name";"name";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok23179";"days";"day";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok23937";"year";"year";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-new-1881-2#sTok23968";"days";"day";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok24016";"days";"day";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok24125";"days";"day";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok24210";"night";"night";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-new-1881-2#sTok24709";"day";"day";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok24834";"day";"day";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok25033";"work";"work";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-new-1881-2#sTok25150";"name";"name";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok25203";"name";"name";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok25429";"day";"day";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok25554";"years";"year";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-new-1881-2#sTok25595";"years";"year";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-new-1881-2#sTok25648";"years";"year";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-new-1881-2#sTok25952";"days";"day";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok26029";"day";"day";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok26170";"sins";"sin";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"syn";"Strong";"O-Stem";"F"
"salt:/ppcmbe2/erv-new-1881-2#sTok26246";"work";"work";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-new-1881-2#sTok26250";"days";"day";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok26253";"work";"work";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-new-1881-2#sTok26661";"souls";"soul";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"sawel";"Strong";"O-Stem";"F"
"salt:/ppcmbe2/erv-new-1881-2#sTok26671";"evil";"evil";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"yfel";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-new-1881-2#sTok27261";"souls";"soul";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"sawel";"Strong";"O-Stem";"F"
"salt:/ppcmbe2/erv-new-1881-2#sTok27379";"work";"work";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-new-1881-2#sTok27893";"name";"name";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok27975";"name";"name";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok28195";"souls";"soul";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"sawel";"Strong";"O-Stem";"F"
"salt:/ppcmbe2/erv-new-1881-2#sTok28246";"name";"name";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok28473";"days";"day";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok28562";"work";"work";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-new-1881-2#sTok28879";"night";"night";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-new-1881-2#sTok28956";"day";"day";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok28997";"days";"day";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok29004";"day";"day";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok29233";"days";"day";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok29257";"name";"name";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok29674";"night";"night";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-new-1881-2#sTok29736";"day";"day";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok29990";"days";"day";"NS";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok30254";"night";"night";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-new-1881-2#sTok30484";"day";"day";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-new-1881-2#sTok30950";"day";"day";"N";"Ellicott, Charles John et al. ";"see Remarks ";"1881 (published 1885) ";"erv-new-1881 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok22";"heaven";"heaven";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"heofon";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok105";"Day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok114";"Night";"night";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-old-1885-1#sTok128";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok216";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok228";"heaven";"heaven";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"heofon";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok381";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok398";"heaven";"heaven";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"heofon";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok404";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok407";"night";"night";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-old-1885-1#sTok423";"days";"day";"NS";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok425";"years";"year";"NS";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-old-1885-1#sTok439";"heaven";"heaven";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"heofon";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok470";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok481";"night";"night";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-old-1885-1#sTok502";"heaven";"heaven";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"heofon";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok515";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok519";"night";"night";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-old-1885-1#sTok552";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok683";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok1063";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok1069";"heaven";"heaven";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"heofon";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok1088";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok1092";"work";"work";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-old-1885-1#sTok1107";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok1111";"work";"work";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-old-1885-1#sTok1125";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok1142";"work";"work";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-old-1885-1#sTok1159";"heaven";"heaven";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"heofon";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok1172";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok1292";"soul";"soul";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"sawel";"Strong";"O-Stem";"F"
"salt:/ppcmbe2/erv-old-1885-1#sTok1370";"evil";"evil";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"yfel";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-old-1885-1#sTok1402";"name";"name";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok1452";"name";"name";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok1479";"name";"name";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok1568";"evil";"evil";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"yfel";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-old-1885-1#sTok1581";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok1678";"name";"name";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok1687";"names";"name";"NS";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok2017";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok2042";"evil";"evil";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"yfel";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-old-1885-1#sTok2165";"day";"day";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok2394";"days";"day";"NS";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok2540";"days";"day";"NS";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok2619";"name";"name";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok2678";"evil";"evil";"N";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";0;1;"u";"a";"G";"yfel";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-old-1885-1#sTok2867";"days";"day";"NS";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok2873";"years";"year";"NS";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/erv-old-1885-1#sTok2884";"days";"day";"NS";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok3619";"days";"day";"NS";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/erv-old-1885-1#sTok3633";"days";"day";"NS";"English Old Testament Revisers ";"see Remarks ";"1885 ";"erv-old-1885 ";"BIBLE ";"n/a ";"l4";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
