"id";"q_token";"q_form";"q_lemma";"context";"token";"lemma";"plural";"singular";"author";"period";"dialect";"filename";"genre";"verse_or_prose";"foreign_original";"relationship_to_spoken_language";"prototypicaltext_category";"pde_count";"semantics";"orig";"oe_etymon";"oe_class";"oe_stem";"oe_gender";"period_simple";"period_sorted";"period_main"
"18811880";"all";"all";"all";"wyth all hys myght";"myght";"might";"";"1";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m3";"g_m3";"b_me"
"18830865";"all";"all";"all";"all hys myȝt lorne";"myȝt";"might";"";"1";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m3";"g_m3";"b_me"
"18835290";"all";"all";"all";"wyth all hys myght";"myght";"might";"";"1";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m3";"g_m3";"b_me"
"18870829";"all";"all";"all";"wiþþ all hiss mahht";"mahht";"might";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18896750";"all";"all";"all";"Cristess Goddcunndnesse | | Himm shollde ræfenn all hiss mahht";"mahht";"might";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18904255";"nan";"nan";"no";"| Forr niss nan mahht rihht god inoh | | Biforenn Godess eȝhne , | | Butt iff 0 itt beo þurrh þildess gold | | All full wel oferrgildedd . |";"mahht";"might";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18904311";"iwhillc";"iwhillc";"each";"wiþþ iwhillc mahht";"mahht";"might";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18933653";"all";"all";"all";"all þin mahht | | & all þin witt unnwresste";"mahht";"might";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18934048";"nan";"nan";"no";"| Forr *exp* niss nan mahht , 0 tatt *T*-1 ohht iss *ICH*-2 wurrþ , | | All shadd fra soþ meocnesse ; |";"mahht";"might";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18934094";"iwhillc";"iwhillc";"each";"Wiþþ iwhillc mahht";"mahht";"might";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18934540";"nan";"nan";"no";"| Forr *exp* niss nan mahht 0 tatt *T*-2 bettre *ICH*-3 maȝȝ | | +Te winnenn eche blisse | | +Tann 0 0 *T*-4 allre mahhte rote *ICH*-5 maȝȝ * , | | & allre mahhte moderr . |";"mahht";"might";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18934569";"allre";"allre";"all";"allre mahhte rote";"mahhte";"might";"1";"";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18934583";"allre";"allre";"all";"allre mahhte moderr";"mahhte";"might";"1";"";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18934957";"all";"all";"all";"Wiþþ all þin bodiȝ mahhte";"mahhte";"might";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18947168";"all";"all";"all";"wiþþ all hiss mahht";"mahht";"might";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18947622";"all";"all";"all";"Wiþþ all hiss mahht";"mahht";"might";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18948518";"all";"all";"all";"wiþþ all hiss mahht";"mahht";"might";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18973436";"all";"all";"all";"tu didesst all þin mahht | | To betenn þine sinness";"mahht";"might";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18986063";"all";"all";"all";"wiþþ all hiss mahht";"mahht";"might";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"18988130";"all";"all";"all";"Wiþþ all hiss fulle mahhte";"mahhte";"might";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19117393";"al";"al";"all";"with al þe myȝt of þe soule";"myȝt";"might";"";"1";"TREVISA JOHN";"M3";"SL";"CMPOLYCH";"";"PROSE";"LATIN";"WRITTEN";"NARR NON-IMAG";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m3";"g_m3";"b_me"
"19119772";"al";"al";"all";"wiþ al his myȝt";"myȝt";"might";"";"1";"TREVISA JOHN";"M3";"SL";"CMPOLYCH";"";"PROSE";"LATIN";"WRITTEN";"NARR NON-IMAG";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m3";"g_m3";"b_me"
"19128858";"al";"al";"all";"with al her myȝtis";"myȝtis";"might";"1";"";"PURVEY JOHN";"M3";"SL";"CMPURVEY";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m3";"g_m3";"b_me"
"19240255";"alle";"alle";"all";"with alle ȝoure myght and ȝoure pouer";"myght";"might";"";"1";"REYNES ROBERT";"M4";"EML";"CMREYNES";"";"PROSE";"X";"WRITTEN";"INSTR SEC";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m4";"h_m4";"b_me"
"19251488";"al";"al";"all";"he do al his myght and travell , nyght and day , to fulfill Goddes wille";"myght";"might";"";"1";"Richard Rolle";"M1";"Northern (Yorkshire?)";"cmrollep.m24";"";"PROSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19274190";"al";"al";"all";"in al þi myght";"myght";"might";"";"1";"Richard Rolle";"M1";"Northern (Yorkshire?)";"cmrollep.m24";"";"PROSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19275080";"al";"al";"all";"and al þi myght";"myght";"might";"";"1";"Richard Rolle";"M1";"Northern (Yorkshire?)";"cmrollep.m24";"";"PROSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19278372";"al";"al";"all";"in al his myght";"myght";"might";"";"1";"Richard Rolle";"M1";"Northern (Yorkshire?)";"cmrollep.m24";"";"PROSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19280181";"al";"al";"all";"in al þar myght";"myght";"might";"";"1";"Richard Rolle";"M1";"Northern (Yorkshire?)";"cmrollep.m24";"";"PROSE";"";"";"";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19289273";"all";"all";"all";"in all his myghte";"myghte";"might";"";"1";"ROLLE RICHARD";"M2/4";"NO/EMO";"CMROLLTR";"";"PROSE";"LATIN";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m2";"f_m2";"b_me"
"19301346";"all";"all";"all";"with all þi myghte";"myghte";"might";"";"1";"ROLLE RICHARD";"M2/4";"NO/EMO";"CMROLLTR";"";"PROSE";"LATIN";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m2";"f_m2";"b_me"
"19303129";"all";"all";"all";"wyth all his myghtes";"myghtes";"might";"1";"";"ROLLE RICHARD";"M2/4";"NO/EMO";"CMROLLTR";"";"PROSE";"LATIN";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m2";"f_m2";"b_me"
"19316854";"all";"all";"all";"with all þe myghtes of ȝoure saule";"myghtes";"might";"1";"";"ROLLE RICHARD";"M2/4";"NO/EMO";"CMROLLTR";"";"PROSE";"LATIN";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m2";"f_m2";"b_me"
"19373661";"alle";"alle";"all";"formest he binam him alle þe mihte 0 þe *T*-1 he hadde nutted fram þe biginninge of þe worelde . for to 0 þe time *ICH*-3 cam 0 þat *T*-4 he heregede helle . and *T*-4 *con* nam ut mid him alle 0 þe *T*-2 him hadden ar wel hersumed .";"mihte";"might";"";"1";"X";"MX/1";"EMO";"CMTRINIT";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19377149";"manie";"manie";"many";"on manie mihte";"mihte";"might";"1";"";"X";"MX/1";"EMO";"CMTRINIT";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19382000";"alle";"alle";"all";"on alle ure mihte";"mihte";"might";"";"1";"X";"MX/1";"EMO";"CMTRINIT";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19398947";"alle";"alle";"all";"and þe lage hadde þo alle þe mihtes 0 þe *T*-1 haue+d nu fulluht .";"mihtes";"might";"1";"";"X";"MX/1";"EMO";"CMTRINIT";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19409955";"alre";"alre";"all";"alre mihtene louerd";"mihtene";"might";"1";"";"X";"MX/1";"EMO";"CMTRINIT";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19426352";"alle";"alle";"all";"bi alle here mihte";"mihte";"might";"";"1";"X";"MX/1";"EMO";"CMTRINIT";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19429245";"alre";"alre";"all";"alre mihtene louerd";"mihtene";"might";"1";"";"X";"MX/1";"EMO";"CMTRINIT";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19442392";"alle";"alle";"all";"of alle mihtin";"mihtin";"might";"1";"";"X";"MX/1";"EMO";"CMTRINIT";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19459391";"alle";"alle";"all";"aȝeanes alle +de hali mihtes 0 +de *T*-1 æure winne+d aȝeanes us";"mihtes";"might";"1";"";"X";"M1";"EMO";"CMVICES1";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19463699";"all";"all";"all";"all +dis halie mihte hes makede *ICH*-1 hem swiete .";"mihte";"might";"";"1";"X";"M1";"EMO";"CMVICES1";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19469362";"all";"all";"all";"and all his mihte of +dare beswikene woreld";"mihte";"might";"";"1";"X";"M1";"EMO";"CMVICES1";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19469897";"alle";"alle";"all";"alle mihtes and alle strengþes";"mihtes";"might";"1";"";"X";"M1";"EMO";"CMVICES1";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19471389";"none";"none";"none";"tu ne miht none o+dre mihte habben ne healden";"mihte";"might";"";"1";"X";"M1";"EMO";"CMVICES1";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19493343";"none";"none";"none";"none mihte ne none strengþe *ICH*-1";"mihte";"might";"";"1";"X";"M1";"EMO";"CMVICES1";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19494948";"non";"non";"no";"*exp* Nis non mihte *ICH*-2 on godes temple 0 +dat *T*-3 ne hafþ lott and dole mid +dessere eadiȝe mihte .";"mihte";"might";"";"1";"X";"M1";"EMO";"CMVICES1";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19495929";"alle";"alle";"all";"beforen alle his holi mihtes";"mihtes";"might";"1";"";"X";"M1";"EMO";"CMVICES1";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19508944";"alle";"alle";"all";"mang alle +de o+dre mihtes";"mihtes";"might";"1";"";"X";"M1";"EMO";"CMVICES1";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19508970";"alle";"alle";"all";"of alle +de o+dre mihtes";"mihtes";"might";"1";"";"X";"M1";"EMO";"CMVICES1";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19509240";"alle";"alle";"all";"of alle +desen inamde mihten";"mihten";"might";"1";"";"X";"M1";"EMO";"CMVICES1";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m1";"e_m1";"b_me"
"19544666";"al";"al";"all";"wiþ al þer myȝt";"myȝt";"might";"";"1";"X";"M3";"EML";"CMWYCSER";"";"PROSE";"X";"X";"INSTR REL";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"m3";"g_m3";"b_me"
"17340057";"lutle";"lutle";"little";"mid hire lutle milc";"milc";"milk";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"s";"G";"meolc";"Strong";"I-Stem";"F";"m1";"e_m1";"b_me"
"18247883";"nan";"nan";"no";"for-þi ne ahest tu nan milce to ifinden .";"milce";"milk";"";"1";"X";"M1";"WMO";"CMJULIA";"";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"u";"s";"G";"meolc";"Strong";"I-Stem";"F";"m1";"e_m1";"b_me"
"18953986";"nan";"nan";"no";"| Forr naffde ȝho nan millc till himm , | | +Giff þatt ȝho nære hiss moderr ; |";"millc";"milk";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"s";"G";"meolc";"Strong";"I-Stem";"F";"m1";"e_m1";"b_me"
"18955818";"all";"all";"all";"& all hiss hallȝhe millce";"millce";"milk";"";"1";"?";"M1";"East Midlands (Southwest Lincolnshire)";"cmorm.po.m1";"";"VERSE";"";"";"";"u";"s";"G";"meolc";"Strong";"I-Stem";"F";"m1";"e_m1";"b_me"
"19495273";"alle";"alle";"all";"*T*-2 mihte witten alle +de milcen 0 +de *T*-3 godd haf+d idon , and *T*-3 *con* ȝiet die+d , æure +durh +dessere eadi mihti";"milcen";"milk";"1";"";"X";"M1";"EMO";"CMVICES1";"";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"s";"G";"meolc";"Strong";"I-Stem";"F";"m1";"e_m1";"b_me"
"18477760";"alle";"alle";"all";"mid alle ure mode";"mode";"mood";"1";"";"X";"MX/1";"WMO";"CMLAMBET";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"mod";"Strong";"A-Stem";"N";"m1";"e_m1";"b_me"
"18479358";"alle";"alle";"all";"mid alle mode";"mode";"mood";"1";"";"X";"MX/1";"WMO";"CMLAMBET";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"mod";"Strong";"A-Stem";"N";"m1";"e_m1";"b_me"
"17484411";"alle";"alle";"all";"amang alle þe heȝe names of oure lhorde";"names";"name";"1";"";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m2";"f_m2";"b_me"
"17484468";"alle";"alle";"all";"Vor alle þe oþre names * huer 0 *T*-1 hi spekeþ of his guodnesse . and of his wysdome . oþer of his miȝte .";"names";"name";"1";"";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m2";"f_m2";"b_me"
"17700039";"no";"no";"no";"and no oþir name";"name";"name";"";"1";"CAPGRAVE JOHN";"M4";"EML";"CMCAPCHR";"";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m4";"h_m4";"b_me"
"17757157";"no";"no";"no";"Gy of Warwik no oþir name but þe Blak Dog of Arderne";"name";"name";"";"1";"CAPGRAVE JOHN";"M4";"EML";"CMCAPCHR";"";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m4";"h_m4";"b_me"
"17868731";"noon";"noon";"none";"Ther is noon oother name under hevene 0 that *T*-2 is yeve to any man , by which 0 *T*-3 a man may be saved , but oonly Jhesus";"name";"name";"";"1";"CHAUCER GEOFFREY";"M3";"EML";"CMCTPROS";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m3";"g_m3";"b_me"
"17888487";"noon";"noon";"none";"\" Ther nys noon oother name , \" seith Seint Peter , \" under hevene yeven to men , in which 0 *T*-2 they mowe be saved \" ; that is to seyn , but the name of Jhesu Crist .";"name";"name";"";"1";"CHAUCER GEOFFREY";"M3";"EML";"CMCTPROS";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m3";"g_m3";"b_me"
"18086918";"no";"no";"no";"ne write no names of signes <paren> id est in epiciclo </paren> til þ=t= thow hast proued <paren> þ=t= </paren> thi comune centre defferent is treweli & justli set in direct of the closere of the signes of thin equatorie";"names";"name";"1";"";"X";"M3";"EMO";"CMEQUATO";"";"PROSE";"X";"WRITTEN";"INSTR SEC";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m3";"g_m3";"b_me"
"18824770";"boþe";"boþe";"both";"of boþe hor names";"names";"name";"1";"";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m3";"g_m3";"b_me"
"18841302";"all";"all";"all";"þat ys all on name";"name";"name";"";"1";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m3";"g_m3";"b_me"
"19280634";"all";"all";"all";"abown all names";"names";"name";"1";"";"ROLLE RICHARD";"M2/4";"NO/EMO";"CMROLLTR";"";"PROSE";"LATIN";"WRITTEN";"INSTR REL";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m2";"f_m2";"b_me"
"19281506";"all";"all";"all";"ȝa , & all þe name it drawes to þe serues of it .";"name";"name";"";"1";"ROLLE RICHARD";"M2/4";"NO/EMO";"CMROLLTR";"";"PROSE";"LATIN";"WRITTEN";"INSTR REL";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m2";"f_m2";"b_me"
"19315974";"na";"na";"no";"by na name betakenande his Endles beyng , or his myghte , or his wysdom , or his ryghtwysnes";"name";"name";"";"1";"ROLLE RICHARD";"M2/4";"NO/EMO";"CMROLLTR";"";"PROSE";"LATIN";"WRITTEN";"INSTR REL";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m2";"f_m2";"b_me"
"19513706";"alle";"alle";"all";"among alle þe heiȝe <P_102> names of oure lord";"names";"name";"1";"";"X";"M3/4";"EML";"CMVICES4";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m3";"g_m3";"b_me"
"19513758";"alle";"alle";"all";"for alle þe oþere names , ouþer þei speken of his goodnesse , oþer of his wisdom , oþer of his myȝt , oþer þat he is suche or suche , þat is he is riȝt good .";"names";"name";"1";"";"X";"M3/4";"EML";"CMVICES4";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m3";"g_m3";"b_me"
"19586092";"alle";"alle";"all";"and alle þese names acorden to Iohn ,";"names";"name";"1";"";"X";"M3";"EML";"CMWYCSER";"";"PROSE";"X";"X";"INSTR REL";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m3";"g_m3";"b_me"
"19609237";"monye";"monye";"many";"And þus þis seed haþ monye names ,";"names";"name";"1";"";"X";"M3";"EML";"CMWYCSER";"";"PROSE";"X";"X";"INSTR REL";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m3";"g_m3";"b_me"
"19621900";"monye";"monye";"many";"and monye oþre names";"names";"name";"1";"";"X";"M3";"EML";"CMWYCSER";"";"PROSE";"X";"X";"INSTR REL";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"m3";"g_m3";"b_me"
"17241442";"al";"al";"all";"for al that nyght";"nyght";"night";"";"1";"X";"M4";"EML";"CMAELR4";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"m4";"h_m4";"b_me"
"17266139";"vhche";"vhche";"each";"Efter euensong anan Placebo vhche nicht segge+d , ȝef 0 ȝe beo+d aise , but 0 hit beo hali nicht for feste of niȝe leceons 0 þe *T*-1 come+d ine mareȝen .";"nicht";"night";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"m1";"e_m1";"b_me"
"17266216";"vche";"vche";"each";"Bifore compelin o+der efter vchtsong , Dirige , wi+d þreo salmes ant wi+d þreo leceons vche nicht sundri .";"nicht";"night";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"m1";"e_m1";"b_me"
"17266422";"vche";"vche";"each";"ȝe þus do+d vche nicht bute Sunnenicht ane";"nicht";"night";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"m1";"e_m1";"b_me"
"17408968";"al";"al";"all";"and fro that tyme forward al the night til 0 the sonne arise , than shal the verrey degre of the sonne shewe the houre of the planete .";"night";"night";"";"1";"CHAUCER GEOFFREY";"M3";"EMO";"CMASTRO";"";"PROSE";"X";"WRITTEN";"INSTR SEC";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"m3";"g_m3";"b_me"
"17409484";"all";"all";"all";"all the nyght longe";"nyght";"night";"";"1";"CHAUCER GEOFFREY";"M3";"EMO";"CMASTRO";"";"PROSE";"X";"WRITTEN";"INSTR SEC";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"m3";"g_m3";"b_me"
"17525109";"na";"na";"no";"na nyht be lesse *ICH*-2 saide þan tuelue salmis , vt-takyn þe þridde and te nihende-ferþe salme";"nyht";"night";"";"1";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"m3";"g_m3";"b_me"
"17525961";"ilke";"ilke";"each";"And fra þe witsunday til þe lentyn sal it ilke niht be saide wid þe sexe last salmis of te nocturne .";"niht";"night";"";"1";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"m3";"g_m3";"b_me"
"17528320";"al";"al";"all";"ye haue liht al þe nyht brinnande";"nyht";"night";"";"1";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"m3";"g_m3";"b_me"
"17655766";"al";"al";"all";"and so þai riden al þat nyȝt ham forto seche ,";"nyȝt";"night";"";"1";"X";"M3";"WML";"CMBRUT3";"";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"m3";"g_m3";"b_me"
"17659522";"al";"al";"all";"and *con* at þat maner was herburghede al nyght .";"nyght";"night";"";"1";"X";"M3";"WML";"CMBRUT3";"";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"m3";"g_m3";"b_me"
"17661348";"al";"al";"all";"forto haue al þat nyght";"nyght";"night";"";"1";"X";"M3";"WML";"CMBRUT3";"";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"m3";"g_m3";"b_me"
"17922666";"uch";"uch";"each";"$by uch nyȝt";"nyȝt";"night";"";"1";"X";"M2";"EML";"CMEARLPS";"";"PROSE";"LATIN/FRENCH";"WRITTEN";"X";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"m2";"f_m2";"b_me"
"17970938";"alle";"alle";"all";"alle þe niȝt in lyȝtyng of fur";"niȝt";"night";"";"1";"X";"M2";"EML";"CMEARLPS";"";"PROSE";"LATIN/FRENCH";"WRITTEN";"X";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"m2";"f_m2";"b_me"
