"corpus";"id";"det";"det_lemma";"context";"context_pos";"noun";"noun_lemma";"noun_pos";"Period";"period_simple";"Genre";"Dialect";"File_name";"Text_name";"Date";"Author";"Verse_or_prose";"Foreign_original";"Relationship_to_spoken_language";"Prototypicaltext_category";"pde_count";"semantics";"orig";"oe_etymon";"oe_class";"oe_stem";"oe_gender"
"ME";"salt:/ppcme2/cmgregor.m4#sTok13901";"that";"this";"And that same yere the Duke of Burbone was sworne *-1 Englysche in the kyngys manyr of Eltam besyde Grenewyche .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok13940";"that";"this";"And that same yere there was a stronge thefe 0 that *T*-2 was namyd *-3 Bolton was drawe , hanggyd , and i-quarteryde .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok13965";"that";"this";"And that same <P_164> yere there was a ryche wedowe i-slayne at Whyte Chapylle ;";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok14048";"the";"the";"Ande the same yere , the v day of June , there was a fryer *ICH*-2 i-slayne in the Towre of London , and the person of the same Towre with hym also .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok14083";"that";"this";"And that yere hyt was a dyre yere of corne and pryncypally of whete and of alle maner of vytayle ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok14087";"a";"a";"And that yere hyt was a dyre yere of corne and pryncypally of whete and of alle maner of vytayle ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok14116";"that";"this";"And that same yere , in the monythe of May , was the sege of Orlyaunce i-broke with the Pusylle , Bastarde of Burbon , and othyr Armynackys .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok14300";"the";"the";"And the same yere , the xxij day of Septembyr , be-gan the Parlyment at Westemyster ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok14374";"that";"this";"Ande that yere , the vj day of Novembyr , the yere of oure Lorde a M=l=. cccc. xxix and the Sonday letter or Dominical letter B , Kyng <P_165> Harry the vj was crownyd at Westemyster on Syn Lenardys day .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok14383";"the";"the";"the yere of oure Lorde a M=l=. cccc. xxix and the Sonday letter or Dominical letter B";"NP";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok16559";"that";"this";"Ande that yere there was a Parlyment at Westemyster ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok16611";"that";"this";"And that same yere , the xx day of Janyver , there was an erytyke , one Rycharde Hundenne , wolpacker , brent at Toure Hylle .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok16708";"that";"this";"And that yere the kynge helde hys Ester at Cauntylbury .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok16857";"that";"this";"And that yere there come enbassytourys oute of Spayne and also oute of Portynggale for to trete whythe oure kynge .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok16898";"that";"this";"Ande that same yere , the xiij day of Janyver , be-gan the Parlyment at Westemyster .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok16942";"the";"the";"Ande the same yere com enbassystourys from the Kyng of Scottys unto the Parlyment for to trete of pes bytwyne Ingelonde and Schotlonde .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok16967";"the";"the";"Also the same yere , the secund day of Marche , there was an erytyke *ICH*-2 i-brente in <P_172> Smethefylde whas name 0 *T*-3 was Mayster Thomas Bagle .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok17012";"that";"this";"And that yere in Lentyn deyde Pope Martyn .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok17109";"that";"this";"Ande that yere there was on 0 0 *T*-2 namyd hym selfe Jacke Sharpe 0 that *T*-3 wolde have made a rysynge in the cytte of London ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok17333";"the";"the";"Ande the same yere , in the monythe of Juylle , the xvij day , the posterne be-syde the Towre sanke downe into the erthe vij fote and more .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok17364";"the";"the";"And the same yere , the xj day of Auguste , the Erle of Warwyke , the Erle of Stafforde , slowe and toke a grete nombyr of pepylle be-syde Bevys ;";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok17483";"that";"this";"Ande that yere the kyng passyde the see in to Fraunce ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok18560";"that";"this";"And that same yere on Syn Kateryn ys eve was the Lorde Fewater *ICH*-1 drownyd , and moche pepylle whythe hym";"IP";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok18631";"that";"this";"Ande that same yere be ganne the generalle consayle *ICH*-1 at Basyle of alle Crystyn londys ;";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok18775";"that";"this";"Ande that same yere , a-non aftyr Ester , was the conselle of Ingelonde holdyn at Calys by the counselle of Ingelonde ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok18850";"the";"the";"And the same yere deyde the Duchyes of Bedforde *ICH*-1 *ICH*-2 in Fraunce , the wyffe of the Regyaunte , whos terment 0 *T*-3 was solempny holde at Syn Poulys in London .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok18884";"the";"the";"And the same yere the Duke of Bedforde , and Regyant of Fraunce , weddyde the dukys *ICH*-1 doughter of Syn Powle the xxij day at Tyruyn .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok18913";"that";"this";"And that same yere the kynge hylde hys Parlyment at Wystemystyr ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok19008";"the";"the";"And the same yere the Erle of Hontyngdone wente into Fraunce whythe a fayre mayny for to kepe the contreye ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok19039";"that";"this";"And that same yere a-non aftyr the xij day , the xxix day of Janyver was the Lorde Fehewe ys brothyr was stallyd *-1 Byschoppe of London .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok19068";"that";"this";"Ande that same yere apperyde stella comata , othyr wyse namyde * a blasynge starre , yn the sowthe weste , etc .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok19111";"that";"this";"Ande that same yere , the ix day of November , was the terement of the Erle of Syn Powle worthely i-holde at the chyrche of Syn Poulys in London .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok19162";"that";"this";"Ande that yere at the Counselle of Basyle deyde the Byschoppe of Rochester .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok19177";"that";"this";"And that same yere was slayne the Erle of Arundelle in France .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok19210";"that";"this";"Ande that yere was the Counselle of Aras of alle Crystyn nacyons for to trete of pes by twyne thes ij realmys , Ingelonde and Fraunce , there beynge iij cardynallys ; the Cardynalle of Wynchester for the realme of Ingelonde , and hys name was Syr Harry Bewforde , the Kyng of Ingelonde ys onkylle ; the Cardynalle of Syn Crosse , and the Cardynalle of Ciprys .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok19337";"that";"this";"Ande that same yere , the xiiij day of Septembyr , deyde the Duke of Bedforde , Regaunte of alle Fraunce , in the castelle of Rone , bytwyne ij and iij in the mornynge ;";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok19404";"that";"this";"Ande that same yere there was a grete wyntyr and a colde froste , 0 that *T*-2 duryd fro Syn Kateryns day to Synt Valentynys day next sewynge , soo that noo schippe myght passe ; wherefore 0 *T*-3 the vyntage come by londe ynne cartys unto London fro the Downys , thoroughe Kent and ovyr Scheters Hylle ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok19492";"that";"this";"And that yere the kyng hylde a Parlyment *ICH*-1 at Westemyster , 0 that *T*-2 duryd fro Mychellemasse unto the Feste of Crystysmas next folowynge .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok19538";"that";"this";"Ande that same yere , aboute Crystysmas , the Fraynysche parte gate a yenne Arflewe and many moo othyr townys .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok19560";"that";"this";"And that same yere the Fraynysche party in the monythe of Aprylle wanne a-gayne Parys .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok19577";"that";"this";"And that same yere the Mayre of London sende , by the goode a-vyse and consent of craftys , sent sowdyers to Calys ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20140";"that";"this";"Ande that same yere the Erle of Northehomerlonde made a viage in-to Scotlonde ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20183";"that";"this";"Ande that same yere Quene Kateryn dyde at Bredmonsey the iij day of Janyver .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20199";"that";"this";"And that same yere on of the gatys of Londyn Bryge and one of the $grettyste arche of the same bryge , fylle a downe in to Temys wondyrfully ; thonkyd be God , noo man , woman , nor chylde i-hurte nor perchyde .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20245";"that";"this";"And that yere the kynge ordaynyde the Parlyrnent to be holde at Caumbryge ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20382";"the";"the";"Ande the same yere the Kynge of Schottys was trayturly slayne in hys owne londe , of a false squyr *ICH*-3 and the squyer ys sone , of the same londe , 0 that *T*-1 was namyd *-2 Robert Grame . The whyche squyer and hys sone 0 *T*-4 were take anon aftyr ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20463";"the";"the";"And the same yere dyde Quene Jane at Averyng at the Bowre , in Esex , in the monythe of Juylle ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20502";"the";"the";"Ande the same yere the kyng put downe the Mayre of Norwyche ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20551";"the";"the";"Ande the same yere the Erle of Warwyke went into Fraunce the xxix day of Auguste ;";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20608";"that";"this";"Ande that same yere deyde the Emperowre of Rome ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20648";"the";"the";"And the same yere on Estyr day there was on John Gardyner take at Synt Mary at the Axe in London ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20731";"the";"the";"Ande the same yere the Erle of Mortayne was made *-1 Erle of Dorsette ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20757";"the";"the";"And the same yere there was a grete conselle at Calys , there beynge in oure party the Cardynalle Arche-byschoppe of Yorke and many moo spirytualle and temporalle lordys . And on that othyr party the Duchyes of Burgone and many moo lordys , bothe spyrytualle and temporalle .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20807";"the";"the";"Ande the same yere the iiij day of June certayne men of Kentte were a-reste at Maydestone for rysynge ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20882";"that";"this";"And that yere was grete dyrthe of corne ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20905";"that";"this";"And that yere was grete pestylaunce";"IP";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20920";"the";"the";"And the same yere deyde the Countasse of Stafforde , and the Clerke of the Rollys , Mayster Jon Franke ;";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok20980";"the";"the";"Ande the same yere duryde the dyrthe of corne and of alle maner of grayne thoroughe Ingelonde .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok21014";"the";"the";"Ande the same yere the Cardynalle Archebyschoppe of Yorke , the Byschoppe of Northewyche , the Byschoppe of Syn Davys and many othyr docters , and the Duke of Northefolke , the Erle of Stafford , the Lorde Bowcer , and the Lorde Hungerforde , with a grete mayny , wente unto Calys ;";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok21169";"the";"the";"Ande the same yere in the same tretys the Fraynsche party wanne Mewys in Bry *ICH*-1 ayenne , in the whyche 0 *T*-2 was Captayne Syr Wylliam Chambyrlayne .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok21199";"the";"the";"And the same yere the Erle of Huntyngdone wente unto Gyenne whythe a grete navy .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok21216";"the";"the";"And the same yere went Syr $Richard Woodevyle *ICH*-1 in to Normandy and Syr Wylliam Peytowe , and many moo othyr , whythe a fayre mayne .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok21244";"that";"this";"And that same yere , a-pon Wytsondaye , the kyng made knyghtys at Kenyngton , that ys to wete , the sone and hayre of the Lorde of Huntyngdon , and the sone ande the ayre of the Erle of Aroundelle , Lewys John , and Wylliam Estefylde , marchaunt of London .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok21301";"that";"this";"And the mayre ordaynyd that yere that comyn wemmen *ICH*-1 shulde were raye hoodys , and bawdys to the pelory .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok21328";"the";"the";"And thys was cryde the v day of Auguste the same yere ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok21344";"the";"the";"And the same yere , att the generalle counseylle , the Emperoure of Costantyne the Nobylle and hys sone , whythe alle the clergy of Gryke , obeyd hym unto the Chyrche of Rome of certayne artyculys of the faythe ;";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok21499";"that";"this";"Ande that yere was the Parlyment concludyd ,";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok21519";"that";"this";"And that same yere alyens were putte to hyr fynaunce to pay a certayne a yere to the kynge .";"IP-MAT";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok21532";"a";"a";"to pay a certayne a yere to the kynge";"IP";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"ME";"salt:/ppcme2/cmgregor.m4#sTok21541";"the";"the";"in the same yere";"PP";"yere";"year";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
